item_id,weight,value,capacity
1,38,7,15126
2,43,93,15126
3,93,82,15126
4,78,1,15126
5,86,3,15126
6,10,38,15126
7,6,34,15126
8,56,47,15126
9,19,5,15126
10,11,20,15126
11,6,50,15126
12,87,43,15126
13,79,41,15126
14,74,19,15126
15,21,32,15126
16,96,21,15126
17,42,58,15126
18,72,91,15126
19,78,32,15126
20,77,2,15126
21,16,11,15126
22,23,29,15126
23,89,73,15126
24,38,8,15126
25,39,67,15126
26,97,11,15126
27,58,15,15126
28,65,79,15126
29,30,93,15126
30,78,27,15126
31,45,10,15126
32,4,97,15126
33,96,14,15126
34,18,67,15126
35,20,25,15126
36,67,27,15126
37,32,30,15126
38,20,36,15126
39,60,43,15126
40,11,89,15126
41,52,96,15126
42,20,82,15126
43,15,49,15126
44,58,38,15126
45,39,17,15126
46,62,45,15126
47,73,16,15126
48,70,24,15126
49,74,71,15126
50,53,3,15126
51,64,32,15126
52,45,83,15126
53,35,23,15126
54,49,55,15126
55,9,5,15126
56,59,44,15126
57,4,83,15126
58,75,37,15126
59,51,72,15126
60,87,6,15126
61,6,25,15126
62,14,2,15126
63,35,20,15126
64,69,17,15126
65,50,47,15126
66,11,71,15126
67,60,75,15126
68,58,20,15126
69,37,92,15126
70,27,49,15126
71,97,27,15126
72,30,39,15126
73,57,85,15126
74,84,32,15126
75,2,65,15126
76,79,11,15126
77,84,36,15126
78,51,56,15126
79,53,37,15126
80,95,26,15126
81,28,79,15126
82,81,78,15126
83,39,33,15126
84,98,32,15126
85,99,10,15126
86,69,77,15126
87,14,69,15126
88,85,20,15126
89,36,72,15126
90,49,26,15126
91,53,17,15126
92,15,39,15126
93,84,77,15126
94,28,15,15126
95,28,66,15126
96,69,48,15126
97,13,56,15126
98,56,68,15126
99,60,42,15126
100,50,47,15126
101,4,26,15126
102,89,91,15126
103,31,92,15126
104,32,81,15126
105,7,25,15126
106,61,44,15126
107,45,39,15126
108,92,35,15126
109,71,70,15126
110,52,1,15126
111,56,16,15126
112,94,48,15126
113,31,21,15126
114,21,17,15126
115,63,32,15126
116,75,20,15126
117,63,69,15126
118,44,98,15126
119,68,31,15126
120,55,13,15126
121,93,63,15126
122,64,82,15126
123,6,73,15126
124,65,57,15126
125,9,98,15126
126,8,62,15126
127,55,35,15126
128,55,20,15126
129,61,61,15126
130,25,24,15126
131,10,93,15126
132,86,13,15126
133,42,29,15126
134,23,99,15126
135,89,32,15126
136,34,59,15126
137,80,53,15126
138,89,55,15126
139,47,8,15126
140,96,39,15126
141,7,29,15126
142,48,65,15126
143,84,55,15126
144,43,70,15126
145,95,25,15126
146,32,40,15126
147,35,16,15126
148,97,40,15126
149,27,95,15126
150,40,68,15126
151,19,33,15126
152,82,14,15126
153,19,77,15126
154,25,7,15126
155,71,86,15126
156,6,35,15126
157,13,25,15126
158,27,94,15126
159,68,58,15126
160,6,60,15126
161,93,23,15126
162,29,29,15126
163,3,27,15126
164,40,38,15126
165,37,72,15126
166,30,45,15126
167,41,95,15126
168,1,55,15126
169,70,55,15126
170,12,22,15126
171,89,79,15126
172,30,15,15126
173,25,82,15126
174,71,84,15126
175,65,2,15126
176,46,16,15126
177,44,43,15126
178,84,23,15126
179,54,7,15126
180,11,61,15126
181,36,42,15126
182,76,23,15126
183,5,93,15126
184,16,68,15126
185,43,15,15126
186,22,49,15126
187,2,47,15126
188,14,17,15126
189,35,30,15126
190,31,58,15126
191,80,19,15126
192,36,26,15126
193,54,19,15126
194,89,23,15126
195,97,22,15126
196,10,71,15126
197,48,76,15126
198,55,97,15126
199,22,47,15126
200,57,96,15126
201,35,10,15126
202,61,67,15126
203,39,37,15126
204,63,18,15126
205,43,52,15126
206,89,65,15126
207,5,84,15126
208,88,23,15126
209,19,62,15126
210,67,93,15126
211,56,20,15126
212,28,71,15126
213,2,7,15126
214,42,64,15126
215,64,41,15126
216,7,80,15126
217,64,77,15126
218,77,33,15126
219,54,33,15126
220,59,74,15126
221,67,48,15126
222,50,49,15126
223,58,28,15126
224,60,42,15126
225,82,29,15126
226,96,57,15126
227,20,73,15126
228,49,37,15126
229,89,93,15126
230,5,29,15126
231,4,36,15126
232,27,32,15126
233,93,38,15126
234,59,9,15126
235,30,25,15126
236,29,84,15126
237,8,49,15126
238,30,1,15126
239,90,44,15126
240,92,44,15126
241,55,20,15126
242,58,91,15126
243,56,51,15126
244,61,6,15126
245,59,21,15126
246,69,7,15126
247,77,20,15126
248,38,57,15126
249,67,32,15126
250,87,41,15126
251,1,13,15126
252,14,2,15126
253,79,44,15126
254,41,44,15126
255,62,50,15126
256,82,33,15126
257,83,43,15126
258,64,87,15126
259,6,99,15126
260,97,23,15126
261,85,48,15126
262,60,20,15126
263,67,35,15126
264,19,41,15126
265,56,40,15126
266,96,28,15126
267,86,18,15126
268,80,88,15126
269,45,58,15126
270,52,91,15126
271,44,33,15126
272,65,46,15126
273,39,2,15126
274,30,26,15126
275,45,35,15126
276,10,98,15126
277,28,81,15126
278,16,51,15126
279,36,85,15126
280,6,72,15126
281,54,32,15126
282,19,27,15126
