item_id,weight,value,capacity
1,17,53,16688
2,51,71,16688
3,93,32,16688
4,19,59,16688
5,62,53,16688
6,72,96,16688
7,72,34,16688
8,52,27,16688
9,20,46,16688
10,4,24,16688
11,41,68,16688
12,19,44,16688
13,85,14,16688
14,69,24,16688
15,95,1,16688
16,52,60,16688
17,22,56,16688
18,38,42,16688
19,34,1,16688
20,61,19,16688
21,30,79,16688
22,76,9,16688
23,35,9,16688
24,38,41,16688
25,80,17,16688
26,29,21,16688
27,68,61,16688
28,84,24,16688
29,7,92,16688
30,84,8,16688
31,55,7,16688
32,93,66,16688
33,70,96,16688
34,23,49,16688
35,50,29,16688
36,17,56,16688
37,55,86,16688
38,2,10,16688
39,23,99,16688
40,2,6,16688
41,69,80,16688
42,85,40,16688
43,65,59,16688
44,46,40,16688
45,4,39,16688
46,33,73,16688
47,2,77,16688
48,80,60,16688
49,93,37,16688
50,78,26,16688
51,43,13,16688
52,96,68,16688
53,15,12,16688
54,49,81,16688
55,99,24,16688
56,37,27,16688
57,93,7,16688
58,95,60,16688
59,75,38,16688
60,80,62,16688
61,19,39,16688
62,80,8,16688
63,36,87,16688
64,24,20,16688
65,42,87,16688
66,51,89,16688
67,84,53,16688
68,35,24,16688
69,62,81,16688
70,67,75,16688
71,61,95,16688
72,58,96,16688
73,36,74,16688
74,35,40,16688
75,35,11,16688
76,48,25,16688
77,26,34,16688
78,47,54,16688
79,80,39,16688
80,89,19,16688
81,38,47,16688
82,82,73,16688
83,8,43,16688
84,94,95,16688
85,66,23,16688
86,11,45,16688
87,44,88,16688
88,93,72,16688
89,10,28,16688
90,2,80,16688
91,55,89,16688
92,82,48,16688
93,82,14,16688
94,76,88,16688
95,44,70,16688
96,24,35,16688
97,1,25,16688
98,55,87,16688
99,66,63,16688
100,93,33,16688
101,59,4,16688
102,40,60,16688
103,80,55,16688
104,52,62,16688
105,84,36,16688
106,26,37,16688
107,77,9,16688
108,69,94,16688
109,50,71,16688
110,26,73,16688
111,89,36,16688
112,4,59,16688
113,20,48,16688
114,85,62,16688
115,5,23,16688
116,90,95,16688
117,78,56,16688
118,28,12,16688
119,75,14,16688
120,48,33,16688
121,80,18,16688
122,95,85,16688
123,26,68,16688
124,69,71,16688
125,13,74,16688
126,37,46,16688
127,73,1,16688
128,37,68,16688
129,41,99,16688
130,49,68,16688
131,99,32,16688
132,55,46,16688
133,84,58,16688
134,64,53,16688
135,54,69,16688
136,45,98,16688
137,28,89,16688
138,44,98,16688
139,86,91,16688
140,68,54,16688
141,81,17,16688
142,14,80,16688
143,86,75,16688
144,32,33,16688
145,81,25,16688
146,44,29,16688
147,90,56,16688
148,42,91,16688
149,97,61,16688
150,93,60,16688
151,12,57,16688
152,69,88,16688
153,82,13,16688
154,63,27,16688
155,17,96,16688
156,25,20,16688
157,49,85,16688
158,35,77,16688
159,21,63,16688
160,38,48,16688
161,33,31,16688
162,19,7,16688
163,11,22,16688
164,97,92,16688
165,86,33,16688
166,65,80,16688
167,59,45,16688
168,68,29,16688
169,42,50,16688
170,59,81,16688
171,91,17,16688
172,62,94,16688
173,63,62,16688
174,18,2,16688
175,27,18,16688
176,78,33,16688
177,54,79,16688
178,81,20,16688
