item_id,weight,value,capacity
1,26,42,3019
2,53,67,3019
3,86,91,3019
4,66,90,3019
5,76,99,3019
6,22,20,3019
7,9,70,3019
8,84,13,3019
9,91,95,3019
10,56,73,3019
11,91,28,3019
12,61,94,3019
13,8,12,3019
14,68,5,3019
15,8,5,3019
16,13,22,3019
17,93,15,3019
18,75,2,3019
19,22,63,3019
20,91,41,3019
21,54,30,3019
22,77,12,3019
23,33,40,3019
24,71,10,3019
25,68,21,3019
26,80,38,3019
27,96,81,3019
28,54,57,3019
29,85,88,3019
30,6,26,3019
31,74,91,3019
32,72,39,3019
33,31,27,3019
34,40,41,3019
35,43,68,3019
36,5,44,3019
37,19,11,3019
38,73,71,3019
39,91,94,3019
40,82,6,3019
41,18,79,3019
42,84,15,3019
43,90,45,3019
44,98,99,3019
45,26,69,3019
46,3,3,3019
47,47,7,3019
48,43,81,3019
49,81,44,3019
50,77,90,3019
51,93,72,3019
52,24,93,3019
53,83,34,3019
54,39,44,3019
55,91,42,3019
56,70,77,3019
57,26,59,3019
58,95,40,3019
59,65,81,3019
60,98,19,3019
61,51,65,3019
62,27,18,3019
63,24,30,3019
64,67,30,3019
65,40,69,3019
66,83,20,3019
67,76,76,3019
68,59,85,3019
69,78,49,3019
70,46,96,3019
71,85,25,3019
72,97,36,3019
73,46,6,3019
74,22,63,3019
75,52,21,3019
76,88,87,3019
77,92,35,3019
78,49,25,3019
79,12,99,3019
80,70,32,3019
81,40,20,3019
82,71,15,3019
83,42,4,3019
84,44,36,3019
85,12,59,3019
86,46,51,3019
87,6,60,3019
88,21,26,3019
89,86,26,3019
90,46,97,3019
91,27,55,3019
92,69,87,3019
93,75,50,3019
94,89,78,3019
95,54,55,3019
96,3,64,3019
97,16,42,3019
98,69,38,3019
99,22,16,3019
100,70,51,3019
