item_id,weight,value,capacity
1,39,27,2894
2,70,50,2894
3,79,35,2894
4,71,30,2894
5,82,22,2894
6,71,65,2894
7,56,27,2894
8,45,83,2894
9,31,56,2894
10,27,62,2894
11,43,82,2894
12,79,71,2894
13,38,90,2894
14,1,81,2894
15,87,28,2894
16,14,85,2894
17,29,17,2894
18,89,90,2894
19,23,93,2894
20,82,23,2894
21,87,81,2894
22,25,11,2894
23,41,96,2894
24,63,13,2894
25,46,99,2894
26,94,57,2894
27,73,20,2894
28,10,67,2894
29,92,90,2894
30,62,23,2894
31,92,36,2894
32,56,53,2894
33,39,25,2894
34,60,57,2894
35,71,44,2894
36,80,23,2894
37,25,48,2894
38,93,93,2894
39,47,83,2894
40,11,70,2894
41,55,84,2894
42,11,1,2894
43,22,10,2894
44,47,55,2894
45,41,78,2894
46,18,76,2894
47,80,50,2894
48,79,3,2894
49,76,92,2894
50,21,84,2894
51,11,43,2894
52,82,64,2894
53,51,56,2894
54,48,43,2894
55,41,4,2894
56,87,82,2894
57,38,19,2894
58,56,3,2894
59,34,95,2894
60,60,49,2894
61,15,80,2894
62,89,28,2894
63,25,50,2894
64,29,45,2894
65,25,43,2894
66,11,27,2894
67,95,67,2894
68,51,45,2894
69,95,42,2894
70,29,64,2894
71,18,49,2894
72,34,78,2894
73,46,75,2894
74,77,98,2894
75,71,75,2894
76,20,74,2894
77,4,43,2894
78,96,89,2894
79,33,44,2894
80,23,94,2894
81,57,49,2894
82,80,31,2894
83,49,38,2894
84,67,20,2894
85,97,94,2894
86,54,18,2894
87,40,93,2894
88,29,28,2894
89,49,20,2894
90,18,67,2894
91,94,63,2894
92,42,69,2894
93,59,54,2894
94,2,3,2894
95,94,24,2894
96,27,92,2894
97,35,41,2894
98,22,36,2894
99,19,99,2894
100,59,15,2894
