item_id,weight,value,capacity
1,28,54,1323
2,50,96,1323
3,6,72,1323
4,38,97,1323
5,16,32,1323
6,51,55,1323
7,59,29,1323
8,16,45,1323
9,55,56,1323
10,9,53,1323
11,35,94,1323
12,60,9,1323
13,89,7,1323
14,9,15,1323
15,12,11,1323
16,6,33,1323
17,92,2,1323
18,86,42,1323
19,33,36,1323
20,66,91,1323
21,7,42,1323
22,27,52,1323
23,50,86,1323
24,44,21,1323
25,88,41,1323
26,75,32,1323
27,76,87,1323
28,40,15,1323
29,34,92,1323
30,7,23,1323
31,65,62,1323
32,28,63,1323
33,84,48,1323
34,38,87,1323
35,14,72,1323
36,93,70,1323
37,70,69,1323
38,52,68,1323
39,3,35,1323
40,41,95,1323
41,83,1,1323
42,17,81,1323
43,61,96,1323
44,90,68,1323
45,87,75,1323
46,95,93,1323
47,32,32,1323
48,37,49,1323
49,38,17,1323
50,24,42,1323
